#	
# Fluorescence Model	
#	
name	newSamples
creator	mami.local
email	
doi	
reference	
unit	applied by toolbox (RU)
toolbox	1.0.0
date	08-Feb-2025
fluorometer	
nSample	29
constraints	nonnegativity
validation	validated
methods	
preprocess	
sources	
ecozones	
description	
#	
# Excitation/Emission (Ex, Em), wavelength (nm), component[n] (intensity)	
#	
Em	516	0.02682245	0.08532112	0.13690031	0.03058735	0.00405385	
Em	518	0.02515008	0.08348452	0.13790238	0.03106465	0.00568625	
Em	520	0.02341757	0.08024430	0.13983336	0.03089634	0.00623434	
Em	522	0.02204329	0.07963040	0.14003398	0.03175262	0.00679697	
Em	524	0.02019804	0.07714710	0.13761437	0.03323443	0.00442740	
Em	526	0.01891091	0.07453382	0.13489063	0.03265158	0.00609880	
Em	528	0.01707702	0.07139347	0.13323822	0.03247211	0.00602276	
Em	530	0.01512796	0.06828042	0.13091978	0.03310762	0.00442538	
Em	532	0.01388156	0.06504577	0.12723928	0.03289269	0.00468980	
Em	534	0.01276121	0.06330716	0.12411956	0.03291099	0.00488807	
Em	536	0.01164341	0.06016646	0.12292041	0.03196681	0.00543797	
Em	538	0.01112857	0.05751432	0.12031396	0.03091665	0.00657002	
Em	540	0.00972474	0.05830101	0.12072861	0.03357943	0.00452551	
Em	542	0.00899381	0.05367580	0.12106793	0.03117665	0.00673499	
Em	544	0.00839752	0.05392237	0.11994940	0.03197604	0.00743506	
Em	546	0.00747930	0.05243047	0.11888690	0.03180384	0.00802985	
Em	548	0.00695623	0.05188438	0.11694132	0.03268564	0.00740987	
Em	550	0.00643204	0.04941327	0.11359716	0.03147857	0.00610920	
Em	552	0.00588623	0.04679015	0.11153884	0.03062008	0.00782181	
Em	554	0.00487791	0.04439107	0.10960855	0.03026594	0.00815503	
Em	556	0.00472048	0.04218564	0.10498485	0.02795173	0.00658497	
Em	558	0.00404026	0.03868693	0.10265433	0.02656480	0.00885405	
Em	560	0.00322712	0.03942175	0.09938460	0.02879418	0.00621726	
Em	562	0.00321112	0.03616428	0.09603955	0.02646292	0.00647329	
Em	564	0.00265455	0.03457360	0.09382289	0.02598332	0.00715402	
Em	566	0.00215401	0.03466661	0.09137133	0.02675617	0.00592724	
Em	568	0.00192954	0.03297588	0.08924762	0.02683496	0.00476690	
Em	570	0.00157165	0.03262100	0.08836014	0.02655350	0.00493875	
Em	572	0.00138914	0.03156097	0.08647917	0.02567401	0.00419558	
Em	574	0.00108909	0.03020130	0.08498551	0.02503266	0.00424773	
Em	576	0.00115608	0.02831759	0.08097283	0.02405577	0.00523206	
Em	578	0.00091576	0.02737528	0.07994123	0.02318667	0.00671511	
Em	580	0.00080890	0.02726698	0.07606524	0.02347199	0.00489722	
Em	582	0.00041523	0.02545805	0.07383322	0.02218213	0.00705520	
Em	584	0.00010904	0.02474874	0.07117403	0.02232204	0.00488416	
Em	586	0.00016279	0.02220467	0.06862545	0.01981559	0.00474255	
Em	588	0.00000661	0.02182299	0.06677828	0.01978224	0.00501689	
Em	590	0.00000260	0.02066653	0.06317720	0.01871632	0.00359925	
Em	592	-0.00000119	0.02089983	0.06171448	0.01940811	0.00444489	
Em	594	0.00000029	0.01987736	0.06008812	0.01824133	0.00416472	
Em	596	-0.00000005	0.02029690	0.05741410	0.01888826	0.00263376	
Em	598	0.00000001	0.01680077	0.05724244	0.01513839	0.00399899	
Em	600	0.00000001	0.01934826	0.05631129	0.01743438	0.00530631	
